workflow_blob_url,line_number,weakness_type,evidence,explanation
https://github.com/ocicl/cl-string-match/blob/423b46db1462e676e0e0f27441d91cfb80f4a7e2/.github/workflows/main.yml,29,Unpinned Dependency Weakness (UDW),uses: ocicl/ocicl-action@main,"Action referenced by mutable version 'main' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/ocicl/cl-string-match/blob/423b46db1462e676e0e0f27441d91cfb80f4a7e2/.github/workflows/main.yml,10,Excessive Permission Weakness (EPW),permissions: / issues: write / packages: write / contents: write / runs-on: ubuntu-latest,Permissions grant write scopes broader than needed (or write-all); a compromised step could abuse the GITHUB_TOKEN.
https://github.com/ocicl/cl-string-match/blob/423b46db1462e676e0e0f27441d91cfb80f4a7e2/.github/workflows/main.yml,23,Known Vulnerable Component Weakness (KVCW),uses: ocicl/ocicl-action/update-check@main,Workflow uses vulnerable action ocicl/ocicl-action/update-check@main (kvcw_reason=direct; scanner findings at versions: main; categories: input_injection).
https://github.com/ocicl/cl-string-match/blob/423b46db1462e676e0e0f27441d91cfb80f4a7e2/.github/workflows/main.yml,29,Known Vulnerable Component Weakness (KVCW),uses: ocicl/ocicl-action@main,Workflow uses vulnerable action ocicl/ocicl-action@main (kvcw_reason=direct; scanner findings at versions: main; categories: input_injection).
https://github.com/simp/pupmod-simp-nfs/blob/a11aef67f69e8006d64b5f9bbe2450fa71d6d459/.github/workflows/validate_tokens.yml,24,Excessive Permission Weakness (EPW),missing permissions: block,No permissions: block at workflow or all job levels; GITHUB_TOKEN defaults to broad permissions that a compromised step could abuse.
https://github.com/simp/pupmod-simp-nfs/blob/a11aef67f69e8006d64b5f9bbe2450fa71d6d459/.github/workflows/validate_tokens.yml,22,Hardening Gap Weakness (HGW),CI/CD pipeline without security scanning steps,"Build/test pipeline lacks integrated security scanning (SAST, dependency audit, or secret scan)."
https://github.com/Sundsvallskommun/api-service-citizen-changes/blob/4104c9815bb560f6fdf2c82ccd910d048ca19cf4/.github/workflows/dependabot-reviewer.yml,12,Unpinned Dependency Weakness (UDW),uses: Sundsvallskommun/.github/.github/workflows/common-dependabot-reviewer.yml@main,"Action referenced by mutable version 'main' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/Sundsvallskommun/api-service-citizen-changes/blob/4104c9815bb560f6fdf2c82ccd910d048ca19cf4/.github/workflows/dependabot-reviewer.yml,6,Excessive Permission Weakness (EPW),permissions: / pull-requests: write / contents: write,Permissions grant write scopes broader than needed (or write-all); a compromised step could abuse the GITHUB_TOKEN.
https://github.com/Sundsvallskommun/api-service-citizen-changes/blob/4104c9815bb560f6fdf2c82ccd910d048ca19cf4/.github/workflows/dependabot-reviewer.yml,4,Privileged Trigger Weakness (PTW),on: pull_request_target,"Privileged trigger 'pull_request_target' combined with privileged trigger with broad/default token permissions, secrets access, allowing untrusted actors to influence a write-capable workflow context."
https://github.com/Sundsvallskommun/api-service-citizen-changes/blob/4104c9815bb560f6fdf2c82ccd910d048ca19cf4/.github/workflows/dependabot-reviewer.yml,13,Secrets Exposure Weakness (SEW),secrets: inherit,"secrets: inherit forwards all repository secrets to the external reusable workflow (Sundsvallskommun/.github/.github/workflows/common-dependabot-reviewer.yml@main), exposing every secret."
https://github.com/libbpf/vmlinux.h/blob/8f91e9fd5b488ff57074e589e3960940f3387830/.github/workflows/vmlinux.h.yml,17,Unpinned Dependency Weakness (UDW),uses: actions/checkout@v4,"Action referenced by mutable version 'v4' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/libbpf/vmlinux.h/blob/8f91e9fd5b488ff57074e589e3960940f3387830/.github/workflows/vmlinux.h.yml,59,Unpinned Dependency Weakness (UDW),uses: actions/upload-artifact@v4,"Action referenced by mutable version 'v4' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/libbpf/vmlinux.h/blob/8f91e9fd5b488ff57074e589e3960940f3387830/.github/workflows/vmlinux.h.yml,3,Excessive Permission Weakness (EPW),missing permissions: block,No permissions: block at workflow or all job levels; GITHUB_TOKEN defaults to broad permissions that a compromised step could abuse.
https://github.com/sigstore/fulcio/blob/a8b363778199a55d9d8a7a54c6da29c26627a893/.github/workflows/verify-k8s.yml,84,Known Vulnerable Component Weakness (KVCW),uses: ko-build/setup-ko@d982fec422852203cfb2053a8ec6ad302280d04d,Workflow uses vulnerable action ko-build/setup-ko@d982fec422852203cfb2053a8ec6ad302280d04d (kvcw_reason=direct; scanner findings at versions: d982fec422852203cfb2053a8ec6ad302280d04d; categories: input_injection).
https://github.com/sigstore/fulcio/blob/a8b363778199a55d9d8a7a54c6da29c26627a893/.github/workflows/verify-k8s.yml,87,Known Vulnerable Component Weakness (KVCW),uses: chainguard-dev/actions/setup-kind@29fb6e979a0b3efc79748a17e8cec08d0594cbfd,Workflow uses vulnerable action chainguard-dev/actions/setup-kind@29fb6e979a0b3efc79748a17e8cec08d0594cbfd (kvcw_reason=direct; scanner findings at versions: 29fb6e979a0b3efc79748a17e8cec08d0594cbfd; categories: input_injection; unsafe_cred_handling).
https://github.com/sigstore/fulcio/blob/a8b363778199a55d9d8a7a54c6da29c26627a893/.github/workflows/verify-k8s.yml,225,Known Vulnerable Component Weakness (KVCW),uses: chainguard-dev/actions/kind-diag@29fb6e979a0b3efc79748a17e8cec08d0594cbfd,Workflow uses vulnerable action chainguard-dev/actions/kind-diag@29fb6e979a0b3efc79748a17e8cec08d0594cbfd (kvcw_reason=direct; scanner findings at versions: 29fb6e979a0b3efc79748a17e8cec08d0594cbfd; categories: input_injection; insecure_download).
https://github.com/sigstore/fulcio/blob/a8b363778199a55d9d8a7a54c6da29c26627a893/.github/workflows/verify-k8s.yml,1,Hardening Gap Weakness (HGW),CI/CD pipeline without security scanning steps,"Build/test pipeline lacks integrated security scanning (SAST, dependency audit, or secret scan)."
https://github.com/Ericsson/cognitive-labs/blob/595ca7ac37bce1a217957e20a0233d7bac2a3c78/.github/workflows/on-pages.yaml,5,Privileged Trigger Weakness (PTW),on: workflow_run,"Privileged trigger 'workflow_run' combined with privileged trigger with broad/default token permissions, allowing untrusted actors to influence a write-capable workflow context."
https://github.com/philips-software/roslyn-analyzers/blob/d7fde7c434ee21e09c3754ede72132a42626c144/.github/workflows/cd.yml,2,Excessive Permission Weakness (EPW),missing permissions: block,No permissions: block at workflow or all job levels; GITHUB_TOKEN defaults to broad permissions that a compromised step could abuse.
https://github.com/cloudposse/terraform-aws-ec2-bastion-server/blob/08048717aeb5e02378f111d6452cfea13b60bdf4/.github/workflows/branch.yml,24,Unpinned Dependency Weakness (UDW),uses: cloudposse/.github/.github/workflows/shared-terraform-module.yml@main,"Action referenced by mutable version 'main' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/cloudposse/terraform-aws-ec2-bastion-server/blob/08048717aeb5e02378f111d6452cfea13b60bdf4/.github/workflows/branch.yml,25,Secrets Exposure Weakness (SEW),secrets: inherit,"secrets: inherit forwards all repository secrets to the external reusable workflow (cloudposse/.github/.github/workflows/shared-terraform-module.yml@main), exposing every secret."
https://github.com/bcgov/nr-waste-plus/blob/6f0f0aacb37538aa720e169500cd22b509166f75/.github/workflows/pr-open.yml,25,Known Vulnerable Component Weakness (KVCW),uses: bcgov/action-builder-ghcr@1a3767a04ade69edf7e4857c44269d1100282581,"Workflow uses bcgov/action-builder-ghcr@1a3767a04ade69edf7e4857c44269d1100282581 (kvcw_reason=both; own scanner findings at versions 1a3767a04ade69edf7e4857c44269d1100282581; nests bcgov/action-diff-triggers; docker/build-push-action (bcgov/action-diff-triggers@0d193029efd26c76aeacaa84aba3328de8198370, docker/build-push-action@v6); categories: input_injection; insecure_download; network_exfil; unsafe_cred_handling)."
https://github.com/ocicl/btrie/blob/49bfb3fee78099fa4e444296cf530aaae876d103/.github/workflows/main.yml,12,Unpinned Dependency Weakness (UDW),uses: ocicl/ocicl-action@main,"Action referenced by mutable version 'main' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/ocicl/btrie/blob/49bfb3fee78099fa4e444296cf530aaae876d103/.github/workflows/main.yml,12,Known Vulnerable Component Weakness (KVCW),uses: ocicl/ocicl-action@main,Workflow uses vulnerable action ocicl/ocicl-action@main (kvcw_reason=direct; scanner findings at versions: main; categories: input_injection).
https://github.com/nationalarchives/tna-child-archives-inspire/blob/e88effa9032f1562fbaf0450b266dd178dd1e051/.github/workflows/deploy-code-website.yaml,29,Unpinned Dependency Weakness (UDW),uses: nationalarchives/ds-github-actions/.github/workflows/website-theme-deploy.yml@main,"Action referenced by mutable version 'main' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/nationalarchives/tna-child-archives-inspire/blob/e88effa9032f1562fbaf0450b266dd178dd1e051/.github/workflows/deploy-code-website.yaml,40,Unpinned Dependency Weakness (UDW),uses: nationalarchives/ds-github-actions/.github/workflows/website-theme-deploy.yml@main,"Action referenced by mutable version 'main' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/nationalarchives/tna-child-archives-inspire/blob/e88effa9032f1562fbaf0450b266dd178dd1e051/.github/workflows/deploy-code-website.yaml,51,Unpinned Dependency Weakness (UDW),uses: nationalarchives/ds-github-actions/.github/workflows/website-theme-deploy.yml@main,"Action referenced by mutable version 'main' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/nationalarchives/tna-child-archives-inspire/blob/e88effa9032f1562fbaf0450b266dd178dd1e051/.github/workflows/deploy-code-website.yaml,4,Excessive Permission Weakness (EPW),permissions: / id-token: write / contents: write,Permissions grant write scopes broader than needed (or write-all); a compromised step could abuse the GITHUB_TOKEN.
https://github.com/Sundsvallskommun/api-service-installation/blob/a352f95120a2497ed62e10007c64cce6f3d93368/.github/workflows/dependabot-reviewer.yml,12,Unpinned Dependency Weakness (UDW),uses: Sundsvallskommun/shared-workflows/.github/workflows/common-dependabot-reviewer.yml@main,"Action referenced by mutable version 'main' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/Sundsvallskommun/api-service-installation/blob/a352f95120a2497ed62e10007c64cce6f3d93368/.github/workflows/dependabot-reviewer.yml,6,Excessive Permission Weakness (EPW),permissions: / pull-requests: write / contents: write,Permissions grant write scopes broader than needed (or write-all); a compromised step could abuse the GITHUB_TOKEN.
https://github.com/Sundsvallskommun/api-service-installation/blob/a352f95120a2497ed62e10007c64cce6f3d93368/.github/workflows/dependabot-reviewer.yml,4,Privileged Trigger Weakness (PTW),on: pull_request_target,"Privileged trigger 'pull_request_target' combined with privileged trigger with broad/default token permissions, secrets access, allowing untrusted actors to influence a write-capable workflow context."
https://github.com/Sundsvallskommun/api-service-installation/blob/a352f95120a2497ed62e10007c64cce6f3d93368/.github/workflows/dependabot-reviewer.yml,13,Secrets Exposure Weakness (SEW),secrets: inherit,"secrets: inherit forwards all repository secrets to the external reusable workflow (Sundsvallskommun/shared-workflows/.github/workflows/common-dependabot-reviewer.yml@main), exposing every secret."
https://github.com/turbot/flowpipe-mod-teams/blob/ffdf9924902d06a89fdd59783dad79c5ec6be1b5/.github/workflows/stale.yml,15,Unpinned Dependency Weakness (UDW),uses: turbot/steampipe-workflows/.github/workflows/stale.yml@main,"Action referenced by mutable version 'main' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/turbot/flowpipe-mod-teams/blob/ffdf9924902d06a89fdd59783dad79c5ec6be1b5/.github/workflows/stale.yml,2,Excessive Permission Weakness (EPW),missing permissions: block,No permissions: block at workflow or all job levels; GITHUB_TOKEN defaults to broad permissions that a compromised step could abuse.
https://github.com/databricks-industry-solutions/toxicity-detection-in-gaming/blob/3b921dfa6dc578295c1c7752a51ec714b124788a/.github/workflows/integration-test-aws-push.yml,15,Unpinned Dependency Weakness (UDW),uses: actions/checkout@v2,"Action referenced by mutable version 'v2' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/databricks-industry-solutions/toxicity-detection-in-gaming/blob/3b921dfa6dc578295c1c7752a51ec714b124788a/.github/workflows/integration-test-aws-push.yml,17,Unpinned Dependency Weakness (UDW),uses: databricks/run-notebook@v0,"Action referenced by mutable version 'v0' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/databricks-industry-solutions/toxicity-detection-in-gaming/blob/3b921dfa6dc578295c1c7752a51ec714b124788a/.github/workflows/integration-test-aws-push.yml,3,Excessive Permission Weakness (EPW),missing permissions: block,No permissions: block at workflow or all job levels; GITHUB_TOKEN defaults to broad permissions that a compromised step could abuse.
https://github.com/databricks-industry-solutions/toxicity-detection-in-gaming/blob/3b921dfa6dc578295c1c7752a51ec714b124788a/.github/workflows/integration-test-aws-push.yml,15,GitHub Runner Compatibility Weakness (GRCW),uses: actions/checkout@v2,"actions/checkout@v2 uses the deprecated Node.js 12 runtime, incompatible with current GitHub-hosted runners."
https://github.com/databricks-industry-solutions/toxicity-detection-in-gaming/blob/3b921dfa6dc578295c1c7752a51ec714b124788a/.github/workflows/integration-test-aws-push.yml,17,GitHub Runner Compatibility Weakness (GRCW),uses: databricks/run-notebook@v0,"databricks/run-notebook@v0 uses a deprecated Node.js 12/16 runtime, incompatible with current GitHub-hosted runners."
https://github.com/databricks-industry-solutions/toxicity-detection-in-gaming/blob/3b921dfa6dc578295c1c7752a51ec714b124788a/.github/workflows/integration-test-aws-push.yml,1,Hardening Gap Weakness (HGW),CI/CD pipeline without security scanning steps,"Build/test pipeline lacks integrated security scanning (SAST, dependency audit, or secret scan)."
https://github.com/turbot/steampipe-plugin-pipes/blob/fcee9e84255a34c2654884355ab7e57124804a5a/.github/workflows/golangci-lint.yml,12,Unpinned Dependency Weakness (UDW),uses: turbot/steampipe-workflows/.github/workflows/golangci-lint.yml@main,"Action referenced by mutable version 'main' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/turbot/steampipe-plugin-pipes/blob/fcee9e84255a34c2654884355ab7e57124804a5a/.github/workflows/golangci-lint.yml,2,Excessive Permission Weakness (EPW),missing permissions: block,No permissions: block at workflow or all job levels; GITHUB_TOKEN defaults to broad permissions that a compromised step could abuse.
https://github.com/stolostron/backplane-operator/blob/a59a70742a5b8231f17492bd74785517b72d3d7a/.github/workflows/handle-onboard-request.yml,25,Unpinned Dependency Weakness (UDW),uses: actions/checkout@v4,"Action referenced by mutable version 'v4' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/stolostron/backplane-operator/blob/a59a70742a5b8231f17492bd74785517b72d3d7a/.github/workflows/handle-onboard-request.yml,50,Unpinned Dependency Weakness (UDW),uses: actions/setup-python@v5,"Action referenced by mutable version 'v5' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/stolostron/backplane-operator/blob/a59a70742a5b8231f17492bd74785517b72d3d7a/.github/workflows/handle-onboard-request.yml,6,Excessive Permission Weakness (EPW),missing permissions: block,No permissions: block at workflow or all job levels; GITHUB_TOKEN defaults to broad permissions that a compromised step could abuse.
https://github.com/stolostron/backplane-operator/blob/a59a70742a5b8231f17492bd74785517b72d3d7a/.github/workflows/handle-onboard-request.yml,9,Privileged Trigger Weakness (PTW),on: pull_request_target,"Privileged trigger 'pull_request_target' combined with privileged trigger with broad/default token permissions, secrets access, checkout/processing of PR head, allowing untrusted actors to influence a write-capable workflow context."
https://github.com/stolostron/backplane-operator/blob/a59a70742a5b8231f17492bd74785517b72d3d7a/.github/workflows/handle-onboard-request.yml,108,Injection Weakness (IW),git push origin HEAD:${{ github.event.pull_request.head.ref }},"Untrusted input expanded inside a run/env context via ${{ }}, enabling command injection."
https://github.com/stolostron/backplane-operator/blob/a59a70742a5b8231f17492bd74785517b72d3d7a/.github/workflows/handle-onboard-request.yml,70,Hardening Gap Weakness (HGW),CI/CD pipeline without security scanning steps,"Build/test pipeline lacks integrated security scanning (SAST, dependency audit, or secret scan)."
https://github.com/zopefoundation/zope.browser/blob/154b616d9c0109659d4eaebf6ff1ca8cd9e77257/.github/workflows/pre-commit.yml,24,Unpinned Dependency Weakness (UDW),uses: actions/checkout@v4,"Action referenced by mutable version 'v4' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/zopefoundation/zope.browser/blob/154b616d9c0109659d4eaebf6ff1ca8cd9e77257/.github/workflows/pre-commit.yml,25,Unpinned Dependency Weakness (UDW),uses: actions/setup-python@v5,"Action referenced by mutable version 'v5' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/zopefoundation/zope.browser/blob/154b616d9c0109659d4eaebf6ff1ca8cd9e77257/.github/workflows/pre-commit.yml,28,Known Vulnerable Component Weakness (KVCW),uses: pre-commit/action@2c7b3805fd2a0fd8c1884dcaebf91fc102a13ecd,"Workflow uses vulnerable action pre-commit/action@2c7b3805fd2a0fd8c1884dcaebf91fc102a13ecd (kvcw_reason=direct; scanner findings at versions: 2c7b3805fd2a0fd8c1884dcaebf91fc102a13ecd, v3.0.1; categories: input_injection)."
https://github.com/simp/pupmod-simp-simp_options/blob/f77b0abf9cbb04a96d4db3b73d33ffe67f1b0248/.github/workflows/validate_tokens.yml,24,Excessive Permission Weakness (EPW),missing permissions: block,No permissions: block at workflow or all job levels; GITHUB_TOKEN defaults to broad permissions that a compromised step could abuse.
https://github.com/AudioReach/audioreach-pulseaudio-plugin/blob/899c030b64df55fd42493dec1dbe7872bde14f24/.github/workflows/pre_merge_build.yml,16,Unpinned Dependency Weakness (UDW),uses: Audioreach/audioreach-workflows/.github/workflows/loading.yml@master,"Action referenced by mutable version 'master' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/AudioReach/audioreach-pulseaudio-plugin/blob/899c030b64df55fd42493dec1dbe7872bde14f24/.github/workflows/pre_merge_build.yml,24,Unpinned Dependency Weakness (UDW),uses: Audioreach/audioreach-workflows/.github/workflows/build.yml@master,"Action referenced by mutable version 'master' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/AudioReach/audioreach-pulseaudio-plugin/blob/899c030b64df55fd42493dec1dbe7872bde14f24/.github/workflows/pre_merge_build.yml,34,Unpinned Dependency Weakness (UDW),uses: Audioreach/audioreach-workflows/.github/workflows/process_image.yml@master,"Action referenced by mutable version 'master' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/AudioReach/audioreach-pulseaudio-plugin/blob/899c030b64df55fd42493dec1dbe7872bde14f24/.github/workflows/pre_merge_build.yml,43,Unpinned Dependency Weakness (UDW),uses: Audioreach/audioreach-workflows/.github/workflows/test.yml@master,"Action referenced by mutable version 'master' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/AudioReach/audioreach-pulseaudio-plugin/blob/899c030b64df55fd42493dec1dbe7872bde14f24/.github/workflows/pre_merge_build.yml,5,Excessive Permission Weakness (EPW),missing permissions: block,No permissions: block at workflow or all job levels; GITHUB_TOKEN defaults to broad permissions that a compromised step could abuse.
https://github.com/AudioReach/audioreach-pulseaudio-plugin/blob/899c030b64df55fd42493dec1dbe7872bde14f24/.github/workflows/pre_merge_build.yml,7,Privileged Trigger Weakness (PTW),on: pull_request_target,"Privileged trigger 'pull_request_target' combined with privileged trigger with broad/default token permissions, secrets access, checkout/processing of PR head, allowing untrusted actors to influence a write-capable workflow context."
https://github.com/AudioReach/audioreach-pulseaudio-plugin/blob/899c030b64df55fd42493dec1dbe7872bde14f24/.github/workflows/pre_merge_build.yml,25,Secrets Exposure Weakness (SEW),secrets: inherit,"secrets: inherit forwards all repository secrets to the external reusable workflow (Audioreach/audioreach-workflows/.github/workflows/build.yml@master), exposing every secret."
https://github.com/AudioReach/audioreach-pulseaudio-plugin/blob/899c030b64df55fd42493dec1dbe7872bde14f24/.github/workflows/pre_merge_build.yml,35,Secrets Exposure Weakness (SEW),secrets: inherit,"secrets: inherit forwards all repository secrets to the external reusable workflow (Audioreach/audioreach-workflows/.github/workflows/process_image.yml@master), exposing every secret."
https://github.com/AudioReach/audioreach-pulseaudio-plugin/blob/899c030b64df55fd42493dec1dbe7872bde14f24/.github/workflows/pre_merge_build.yml,44,Secrets Exposure Weakness (SEW),secrets: inherit,"secrets: inherit forwards all repository secrets to the external reusable workflow (Audioreach/audioreach-workflows/.github/workflows/test.yml@master), exposing every secret."
https://github.com/oracle-devrel/tech-content-heatwave/blob/d5a410ebdfb05cf7586c1097b795900fbffbb4fa/.github/workflows/banned_file_changes_pr.yml,13,Unpinned Dependency Weakness (UDW),uses: oracle-devrel/action-git-num-commits@v0.1-alpha6,"Action referenced by mutable version 'v0.1-alpha6' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/oracle-devrel/tech-content-heatwave/blob/d5a410ebdfb05cf7586c1097b795900fbffbb4fa/.github/workflows/banned_file_changes_pr.yml,18,Unpinned Dependency Weakness (UDW),uses: actions/checkout@v2,"Action referenced by mutable version 'v2' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/oracle-devrel/tech-content-heatwave/blob/d5a410ebdfb05cf7586c1097b795900fbffbb4fa/.github/workflows/banned_file_changes_pr.yml,24,Unpinned Dependency Weakness (UDW),uses: oracle-devrel/action-git-files-changed@v0.1-alpha2,"Action referenced by mutable version 'v0.1-alpha2' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/oracle-devrel/tech-content-heatwave/blob/d5a410ebdfb05cf7586c1097b795900fbffbb4fa/.github/workflows/banned_file_changes_pr.yml,34,Unpinned Dependency Weakness (UDW),uses: mshick/add-pr-comment@v1,"Action referenced by mutable version 'v1' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/oracle-devrel/tech-content-heatwave/blob/d5a410ebdfb05cf7586c1097b795900fbffbb4fa/.github/workflows/banned_file_changes_pr.yml,46,Unpinned Dependency Weakness (UDW),uses: mshick/add-pr-comment@v1,"Action referenced by mutable version 'v1' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/oracle-devrel/tech-content-heatwave/blob/d5a410ebdfb05cf7586c1097b795900fbffbb4fa/.github/workflows/banned_file_changes_pr.yml,54,Unpinned Dependency Weakness (UDW),uses: mshick/add-pr-comment@v1,"Action referenced by mutable version 'v1' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/oracle-devrel/tech-content-heatwave/blob/d5a410ebdfb05cf7586c1097b795900fbffbb4fa/.github/workflows/banned_file_changes_pr.yml,66,Unpinned Dependency Weakness (UDW),uses: mshick/add-pr-comment@v1,"Action referenced by mutable version 'v1' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/oracle-devrel/tech-content-heatwave/blob/d5a410ebdfb05cf7586c1097b795900fbffbb4fa/.github/workflows/banned_file_changes_pr.yml,2,Excessive Permission Weakness (EPW),missing permissions: block,No permissions: block at workflow or all job levels; GITHUB_TOKEN defaults to broad permissions that a compromised step could abuse.
https://github.com/oracle-devrel/tech-content-heatwave/blob/d5a410ebdfb05cf7586c1097b795900fbffbb4fa/.github/workflows/banned_file_changes_pr.yml,5,Privileged Trigger Weakness (PTW),on: pull_request_target,"Privileged trigger 'pull_request_target' combined with privileged trigger with broad/default token permissions, secrets access, checkout/processing of PR head, allowing untrusted actors to influence a write-capable workflow context."
https://github.com/oracle-devrel/tech-content-heatwave/blob/d5a410ebdfb05cf7586c1097b795900fbffbb4fa/.github/workflows/banned_file_changes_pr.yml,18,GitHub Runner Compatibility Weakness (GRCW),uses: actions/checkout@v2,"actions/checkout@v2 uses the deprecated Node.js 12 runtime, incompatible with current GitHub-hosted runners."
https://github.com/oracle-devrel/tech-content-heatwave/blob/d5a410ebdfb05cf7586c1097b795900fbffbb4fa/.github/workflows/banned_file_changes_pr.yml,34,GitHub Runner Compatibility Weakness (GRCW),uses: mshick/add-pr-comment@v1,"mshick/add-pr-comment@v1 uses a deprecated Node.js 12/16 runtime, incompatible with current GitHub-hosted runners."
https://github.com/oracle-devrel/tech-content-heatwave/blob/d5a410ebdfb05cf7586c1097b795900fbffbb4fa/.github/workflows/banned_file_changes_pr.yml,46,GitHub Runner Compatibility Weakness (GRCW),uses: mshick/add-pr-comment@v1,"mshick/add-pr-comment@v1 uses a deprecated Node.js 12/16 runtime, incompatible with current GitHub-hosted runners."
https://github.com/oracle-devrel/tech-content-heatwave/blob/d5a410ebdfb05cf7586c1097b795900fbffbb4fa/.github/workflows/banned_file_changes_pr.yml,54,GitHub Runner Compatibility Weakness (GRCW),uses: mshick/add-pr-comment@v1,"mshick/add-pr-comment@v1 uses a deprecated Node.js 12/16 runtime, incompatible with current GitHub-hosted runners."
https://github.com/oracle-devrel/tech-content-heatwave/blob/d5a410ebdfb05cf7586c1097b795900fbffbb4fa/.github/workflows/banned_file_changes_pr.yml,66,GitHub Runner Compatibility Weakness (GRCW),uses: mshick/add-pr-comment@v1,"mshick/add-pr-comment@v1 uses a deprecated Node.js 12/16 runtime, incompatible with current GitHub-hosted runners."
https://github.com/envoyproxy/envoy/blob/11f1c8fdd85647ead90494f3d0f152dd06bdab0a/.github/workflows/mobile-ios_build.yml,97,Unpinned Dependency Weakness (UDW),uses: envoyproxy/toolshed/gh-actions/envoy/ios/post@actions-v0.3.16,"Action referenced by mutable version 'actions-v0.3.16' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/envoyproxy/envoy/blob/11f1c8fdd85647ead90494f3d0f152dd06bdab0a/.github/workflows/mobile-ios_build.yml,142,Unpinned Dependency Weakness (UDW),uses: envoyproxy/toolshed/gh-actions/envoy/ios/post@actions-v0.3.16,"Action referenced by mutable version 'actions-v0.3.16' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/envoyproxy/envoy/blob/11f1c8fdd85647ead90494f3d0f152dd06bdab0a/.github/workflows/mobile-ios_build.yml,7,Privileged Trigger Weakness (PTW),on: workflow_run,"Privileged trigger 'workflow_run' combined with secrets access, allowing untrusted actors to influence a write-capable workflow context."
https://github.com/cloudposse-terraform-components/aws-glue-connection/blob/f1ebb8ebf2b6c008542168768bb789bcaeaec159/.github/workflows/branch.yml,26,Unpinned Dependency Weakness (UDW),uses: cloudposse-terraform-components/.github/.github/workflows/shared-terraform-component.yml@main,"Action referenced by mutable version 'main' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/cloudposse-terraform-components/aws-glue-connection/blob/f1ebb8ebf2b6c008542168768bb789bcaeaec159/.github/workflows/branch.yml,19,Excessive Permission Weakness (EPW),permissions: / contents: write / id-token: write / pull-requests: write,Permissions grant write scopes broader than needed (or write-all); a compromised step could abuse the GITHUB_TOKEN.
https://github.com/cloudposse-terraform-components/aws-glue-connection/blob/f1ebb8ebf2b6c008542168768bb789bcaeaec159/.github/workflows/branch.yml,27,Secrets Exposure Weakness (SEW),secrets: inherit,"secrets: inherit forwards all repository secrets to the external reusable workflow (cloudposse-terraform-components/.github/.github/workflows/shared-terraform-component.yml@main), exposing every secret."
https://github.com/notofonts/lao/blob/8bc671f58fa4a8980cbf0f82950e5e8fc6d9232b/.github/workflows/build.yaml,11,Unpinned Dependency Weakness (UDW),uses: notofonts/notobuilder/.github/workflows/build.yaml@main,"Action referenced by mutable version 'main' instead of a pinned commit SHA, exposing the workflow to tag substitution attacks."
https://github.com/notofonts/lao/blob/8bc671f58fa4a8980cbf0f82950e5e8fc6d9232b/.github/workflows/build.yaml,12,Secrets Exposure Weakness (SEW),secrets: inherit,"secrets: inherit forwards all repository secrets to the external reusable workflow (notofonts/notobuilder/.github/workflows/build.yaml@main), exposing every secret."
